GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4132.8,53.5,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3329.8,89.6,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,13802.7,117.6,Tây,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8304.4,73.6,Đông Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8774.5,94.3,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,12708.7,78.6,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4075.9,54.8,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10579.7,100.2,,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6380.9,49.8,Tây Bắc,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9016.8,57.9,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10280.2,108.4,Đông Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7131.0,113.5,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10604.2,94.4,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,15809.5,76.1,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,14186.4,87.5,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5427.6,47.6,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4513.5,42.5,Tây Nam,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,14840.7,87.9,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7053.2,90.0,Đông,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11612.7,46.6,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,13201.8,115.7,Tây Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7175.2,68.4,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,11202.6,72.5,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,15408.3,68.8,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5481.8,44.4,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7474.3,,Tây,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5094.5,101.0,Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11285.1,115.9,Đông,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5017.8,44.4,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3290.8,91.3,Đông,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9859.5,71.3,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,15699.2,89.1,Đông,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5595.5,68.6,Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14543.6,69.4,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11331.4,104.0,Đông,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4460.3,43.8,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4101.2,43.5,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5880.4,,Đông,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4306.5,35.7,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4760.8,48.4,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4481.9,59.1,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7508.5,101.7,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5090.4,45.7,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,14043.4,108.5,Đông,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,8924.1,41.8,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,20390.5,87.2,Tây Bắc,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5875.5,97.4,Đông,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9536.8,110.3,Tây,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,,42.0,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5073.0,55.4,Bắc,,1,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 9,6435.6,51.0,Tây Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11407.7,112.7,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11013.6,55.2,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4201.7,51.0,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4523.7,63.8,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6498.5,,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4132.0,100.4,Tây Nam,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6184.1,116.1,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6069.7,70.9,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,,71.0,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10383.3,108.2,Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10438.3,105.0,Đông Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6059.0,70.7,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,12758.9,,Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7150.6,143.2,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3528.7,44.8,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6438.7,52.3,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2826.5,73.9,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,12236.0,98.8,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8438.4,49.8,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,13320.9,86.7,Tây,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2678.1,79.7,Tây Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3769.5,49.3,,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8244.4,101.2,,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8683.3,108.4,Đông Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8014.5,72.8,Đông,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6627.1,52.0,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,,57.1,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8089.0,104.8,Tây,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6219.1,59.2,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5322.0,52.4,Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11487.4,93.7,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5248.5,43.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,20876.1,87.5,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6868.4,97.2,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,3752.2,27.5,,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,10090.1,146.5,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10975.8,88.2,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6303.4,59.5,Bắc,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7798.2,53.3,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8189.7,51.8,Đông Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,10800.4,79.8,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7082.7,70.4,Nam,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4331.8,50.4,Tây Bắc,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9475.0,88.5,Đông,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6708.0,55.3,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9473.6,,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,,43.1,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2936.5,59.0,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7680.6,,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6845.2,63.7,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5563.7,45.7,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3639.5,50.4,Tây Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10464.5,93.7,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6151.9,119.3,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6928.0,82.7,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7488.3,108.7,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11723.0,51.2,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5310.2,118.5,Nam,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8437.9,114.6,Nam,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9358.9,87.8,Tây,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2170.3,77.2,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10103.8,91.1,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,9860.6,44.8,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6557.6,34.0,Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4319.7,53.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3429.7,59.3,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,8997.6,57.4,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4019.6,26.9,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4809.6,150.3,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3392.7,78.8,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7285.9,66.7,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6582.5,80.4,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3811.9,49.1,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14362.9,80.4,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4784.7,65.6,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,18951.2,89.8,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2509.3,54.6,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5672.4,58.6,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4693.6,27.9,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8016.0,69.1,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,12177.2,117.1,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10214.1,97.9,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,18036.6,80.3,Đông Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6030.8,120.0,Đông Nam,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7543.8,33.1,Đông,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6950.6,41.9,Nam,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9174.2,92.3,Nam,,2,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Tân Bình,5390.5,55.9,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,,90.0,Tây Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10015.7,91.4,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8195.0,83.4,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5030.2,65.2,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9302.2,76.1,Đông Bắc,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5771.0,130.6,Tây,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5375.0,65.4,,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8652.0,74.1,Tây Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9884.7,78.2,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,12578.9,60.4,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5611.5,70.7,Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Thủ Đức,6311.1,66.1,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5219.1,108.6,Tây,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,,109.9,Đông,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7938.8,98.2,Đông Bắc,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6449.0,103.3,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4430.2,68.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5425.1,55.3,Đông Bắc,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5426.4,35.9,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7865.2,83.7,Đông Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7993.5,156.0,Nam,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9174.1,98.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,20325.5,81.5,Tây Bắc,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,11373.7,72.6,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10689.7,98.3,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5783.8,60.7,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9995.3,90.6,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2034.3,,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7374.7,57.7,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6403.7,53.7,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4409.2,30.1,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,,70.1,Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,8207.7,36.6,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,9220.1,66.2,Đông,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7565.0,152.9,Đông Bắc,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10488.7,112.8,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10712.1,105.2,Đông Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4831.5,78.9,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,,46.8,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5005.3,60.9,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8786.1,72.9,Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6334.6,66.5,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3232.0,106.8,Tây,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6992.6,106.6,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4424.2,45.0,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3758.0,75.8,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4637.4,40.6,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,17941.6,76.5,Đông Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6570.0,63.7,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3997.7,45.8,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5487.6,90.7,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9408.6,108.5,Đông Bắc,,4,2,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 2,8510.8,69.7,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6765.4,39.0,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8115.3,66.5,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9781.1,113.3,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10410.8,86.4,Nam,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7498.6,106.5,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4182.2,87.4,Đông Nam,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11958.7,50.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7656.9,145.0,,,3,3,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 2,11249.2,101.8,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,8122.7,95.1,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8791.5,104.2,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9236.0,103.3,Tây Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5688.7,65.1,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,13628.0,119.7,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7842.6,101.7,Đông Bắc,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4913.9,60.2,,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8406.4,102.1,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3867.3,47.6,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3996.6,62.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5093.1,72.3,Đông Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3101.3,99.2,Tây Nam,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10574.5,118.7,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5347.3,74.8,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,14129.0,113.8,Nam,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7888.4,97.0,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7830.1,139.3,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8958.0,138.6,Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9058.5,70.6,Tây Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4793.5,110.3,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,,99.6,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5110.1,,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,9928.5,53.4,,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5539.5,118.0,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3011.1,,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,11345.3,109.4,Tây Nam,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10698.0,103.1,Tây Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2538.9,50.0,Đông,,2,1,
