GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7742.6,131.4,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8336.9,101.3,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8414.0,104.4,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4046.2,74.0,Đông,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5128.0,135.1,Đông Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4670.6,55.0,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6153.4,56.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6268.7,71.8,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,12620.2,112.3,Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10296.5,107.8,,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9144.6,81.5,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7939.4,37.0,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10544.3,93.6,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11959.9,108.4,Tây Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4349.1,58.1,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9691.3,79.1,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4385.7,27.1,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5687.2,47.4,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10942.2,107.7,Tây Nam,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5286.8,50.8,Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8141.0,53.4,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6276.2,42.7,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2745.1,85.1,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6858.6,132.2,Đông Nam,,,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4429.9,49.4,Tây Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4645.9,57.5,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9533.6,90.7,Tây Nam,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,12186.0,109.2,,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5861.7,26.8,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2953.1,53.9,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9495.8,109.8,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4967.0,50.3,Nam,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4627.8,27.5,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4661.0,128.7,Đông Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6211.1,100.9,Đông Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3264.5,94.6,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3136.5,119.2,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,13081.3,118.8,Đông Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6882.6,91.7,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9511.2,98.1,Tây Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8566.3,157.5,Đông Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7647.9,117.6,Đông Nam,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6630.8,76.6,,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10041.7,78.4,Đông Nam,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8560.0,84.8,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4451.7,92.8,Nam,,,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,4451.9,94.2,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4281.4,40.1,,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5194.5,52.8,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8776.2,55.2,,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3006.5,57.0,Đông Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,13563.8,118.8,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6990.5,62.3,,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8010.3,98.1,Tây Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,15124.5,65.7,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8653.9,38.8,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,12421.0,104.4,,,,3,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Bình Tân,,59.5,Tây Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4375.7,40.4,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9720.9,114.9,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8376.6,143.4,,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3756.0,117.7,Tây,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4972.5,82.5,Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,12729.2,103.4,Tây Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9224.5,78.5,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5097.1,42.2,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10807.2,104.1,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5667.6,63.0,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9155.2,91.7,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5021.3,138.1,Đông,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7907.6,75.9,Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4230.6,42.6,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7503.1,,Tây Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9437.7,50.7,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9474.0,94.8,Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,12196.7,104.4,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,12071.2,116.5,Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8064.3,88.4,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8425.4,35.9,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8191.1,135.4,Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,,50.9,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,14704.5,116.3,Đông Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3059.0,63.1,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4689.1,51.3,,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8584.3,76.9,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4884.8,131.2,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9348.2,112.7,Tây,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7001.3,74.9,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10355.8,55.9,Nam,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,9384.7,156.1,Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3291.9,84.6,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11595.1,103.5,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3756.3,105.0,Tây Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10129.0,54.8,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4920.2,84.2,Đông,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5701.9,44.4,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8849.5,115.8,Đông,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5889.9,,Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7373.2,50.9,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7401.2,83.2,Nam,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,14091.9,57.5,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4241.2,,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2903.5,107.5,Bắc,,,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3226.1,81.8,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10773.0,107.8,Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,8470.6,59.0,Tây Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4742.7,51.9,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3809.0,72.6,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10947.7,106.5,Tây Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2941.7,41.1,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5400.1,63.2,,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,15613.1,70.8,Tây Bắc,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9910.7,93.3,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8730.4,73.3,Tây,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9163.2,116.5,,,3,3,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 1,13427.4,69.3,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7465.9,101.7,Đông,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3864.4,75.9,Tây Nam,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,18130.0,81.7,Tây Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3030.3,41.2,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4722.3,54.7,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9922.9,81.8,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8066.2,126.3,Tây Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,9931.4,149.9,,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6105.6,65.4,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,11174.7,114.9,Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5848.9,57.9,Tây Nam,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8870.5,76.4,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6875.4,55.6,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5804.1,122.6,,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10094.6,82.1,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6322.4,86.6,Đông,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6043.2,77.9,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5533.9,77.7,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3332.8,89.7,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4482.3,151.0,,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4841.3,48.2,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3690.6,50.0,Đông Nam,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3969.1,140.5,Đông Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8469.6,109.0,Đông Nam,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5283.0,25.2,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10616.9,88.8,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3113.8,109.5,Đông,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10091.9,46.4,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6013.3,98.5,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9494.8,81.1,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,12833.5,89.9,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7979.6,109.0,Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5789.1,,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7113.5,34.7,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4111.9,71.1,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5392.1,70.0,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6158.8,34.5,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7786.1,111.9,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6723.1,33.5,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7570.5,88.1,Đông Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9345.4,85.5,Bắc,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5466.6,52.7,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10209.7,111.0,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10733.2,107.3,Tây,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6598.8,92.6,Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,8582.4,146.7,Đông Nam,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12229.9,96.2,Nam,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4420.4,151.7,Tây Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7512.1,144.9,Tây Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6045.5,68.0,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,8913.1,135.3,Tây,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5340.1,50.2,Tây Nam,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,18155.7,87.7,Bắc,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9142.5,82.8,Tây Bắc,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4510.9,87.9,Tây Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4023.5,26.9,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7595.3,96.2,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8762.8,102.6,Nam,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5144.7,106.1,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7849.4,61.5,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9126.9,94.8,Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6684.8,121.8,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5782.9,93.3,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5497.7,142.1,Đông,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,11594.2,110.0,Nam,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,11341.1,93.2,Tây,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6433.3,78.4,Tây,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7674.7,73.6,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4430.3,34.8,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7481.8,64.9,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6704.3,62.5,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,10648.2,70.9,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,9443.3,145.1,Tây Bắc,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5620.0,52.4,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5302.8,151.6,Nam,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6544.6,81.5,Tây,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3278.2,66.5,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3359.2,87.4,,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4366.7,93.3,Đông Bắc,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2559.7,84.6,Đông Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,,53.5,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,9047.5,147.6,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6319.6,157.4,Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,16164.2,66.5,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4595.4,,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10231.0,,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8064.6,97.4,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4451.8,59.8,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7383.2,87.7,Đông Bắc,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4926.2,61.9,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,11220.1,53.1,,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4060.4,97.2,Tây,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7330.9,53.8,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10301.0,53.7,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8230.6,57.3,Tây Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9568.6,91.8,Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6356.0,86.8,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3751.4,49.5,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5723.3,69.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5463.2,44.6,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4299.8,83.8,Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4039.8,111.4,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8478.9,98.1,Đông Nam,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3490.4,136.7,,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4639.9,67.1,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 9,8933.8,108.8,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,,86.8,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7687.9,152.4,Tây,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2157.4,66.1,,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6176.3,34.4,Tây Bắc,,1,1,
